"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","text-rare","font-semibold","text-super-rare","font-semibold 2","font-semibold 3"
"2529th","https://www.soraredata.com/player/87084893776543387438899324073211381493700714993828746038218488639824887550364","https://assets.sorare.com/player/820ef961-e078-468d-bf6b-0488c73ea2bb/picture/avatar-7d4616602a86cc4d0fccd37dcd645704.png","Nicolás Ibáñez","Forward  - 28","35.9","100%  PLAYED","41.5","93%  PLAYED","50.3","95%  PLAYED","Ξ 0,0048","Ξ 0,0780","3-day average","Ξ 0,582","7-day average","Last public sale"
"2530th","https://www.soraredata.com/player/76266943634909636480909107331945035624375324750873518405915210105965384121499","https://assets.sorare.com/player/a050825e-bc5b-4458-8692-475a8d82a069/picture/avatar-0d15f40a7c294349925db465ccaf2e66.png","Bobby De Cordova-Reid","Forward  - 30","41.5","100%  PLAYED","41.5","100%  PLAYED","44.8","93%  PLAYED","Ξ 0,0018","Ξ 0,0197","3-day average","Ξ 0,315","1-month average","1-month average"
"2531st","https://www.soraredata.com/player/51787874527507928962828835170053013645227221939718003035322159421339409352978","https://assets.sorare.com/player/6c404c7d-2b05-4a1f-ba80-402cc67239e4/picture/avatar-cde8b1982cd47d1ca327648e306dfa17.png","Gaëtan Perrin","Forward  - 26","45.6","100%  PLAYED","41.5","93%  PLAYED","39.9","90%  PLAYED","Ξ 0,0013","Ξ 0,0198","3-day average","Ξ 0,0634","3-day average","Last public sale"
"2532nd","https://www.soraredata.com/player/75383844918555252190526253272464367320426667376280494028285675384821667651386","https://assets.sorare.com/player/d168f68e-f33d-4ec8-b4d9-a32d6aa77fea/picture/avatar-15d9181abf2c4a3bd5bf86c1f12bc691.png","Kofi Schulz","Defender  - 33","44.5","100%  PLAYED","41.4","100%  PLAYED","37.5","95%  PLAYED","Ξ 0,0004","Ξ 0,0055","3-day average","Ξ 0,0808","7-day average","Last public sale"
"2533rd","https://www.soraredata.com/player/77930560835184993213298258552632312593026387814202479038948941330345189701356","https://assets.sorare.com/player/e9e9ca69-bb38-493b-935e-8db18a359a0c/picture/avatar-bb5db925074957aec1eda8c2f1c1cf57.png","Kelvin Amian","Defender  - 25","44.9","100%  PLAYED","41.4","100%  PLAYED","42.7","80%  PLAYED","Ξ 0,0023","Ξ 0,0200","1-month average","No sale","Last public sale",""
"2534th","https://www.soraredata.com/player/81201280694827618142082392557453658500535812175220331766518970949050058899504","https://assets.sorare.com/player/4a3df555-b363-4489-8866-57c384dfa01b/picture/avatar-f29976ef8707bd9e7b64e59571e3bc65.png","Benaissa Benamar","Midfielder  - 26","47.0","100%  PLAYED","41.4","80%  PLAYED","42.6","68%  PLAYED","Ξ 0,0005","Ξ 0,0115","3-day average","Ξ 0,0600","7-day average","Last public sale"
"2535th","https://www.soraredata.com/player/14508659258899405773241900762045095328284051516919221156364448249412474976369","https://assets.sorare.com/player/99809006-e9e2-4c47-9ba4-25d91fb36b49/picture/avatar-8ab5cd7b75211864a842150b20ecb592.png","Adri Embarba","Forward  - 30","44.8","40%  PLAYED","41.4","80%  PLAYED","40.4","73%  PLAYED","Ξ 0,0007","Ξ 0,0308","3-day average","Ξ 0,139","Last public sale","Last public sale"
"2536th","https://www.soraredata.com/player/17063655957631186009390254203879387878021231225021441758043909717202158940229","https://assets.sorare.com/player/ae2930d7-f7c7-41a9-a301-4d2d893fff62/picture/avatar-1c8492a367f84c276029b314c9cc70a8.png","Kim Jin-Ya","Defender  - 24","46.9","100%  PLAYED","41.4","93%  PLAYED","40.3","90%  PLAYED","Ξ 0,0005","Ξ 0,0110","3-day average","Ξ 0,0667","3-day average","3-day average"
"2537th","https://www.soraredata.com/player/99793763495817948524995536818305015948542859712170190288988592456917926665125","https://assets.sorare.com/player/58d9cf98-5d84-47fd-8558-0309d15a8974/picture/avatar-32b3d0add09fa13850466afd34d8dcf8.png","Hugo Vandermersch","Defender  - 23","24.6","80%  PLAYED","41.4","87%  PLAYED","43.9","78%  PLAYED","Ξ 0,0004","Ξ 0,0152","7-day average","Ξ 0,162","1-month average","Last public sale"
"2538th","https://www.soraredata.com/player/15119561281481789148498741985095983205994484839176741960796987190748352599372","https://assets.sorare.com/player/63651c89-8a87-467d-b022-dc0fc5604202/picture/avatar-a6461134a43ca632cfed77bc08f0d64f.png","Dominic Solanke","Forward  - 25","43.6","100%  PLAYED","41.4","80%  PLAYED","46.9","88%  PLAYED","Ξ 0,0028","Ξ 0,0431","3-day average","Ξ 0,211","7-day average","2-week average"
"2539th","https://www.soraredata.com/player/57640824140560951417678025889282295963303640662745491442529285965843321000631","https://assets.sorare.com/player/65ae3d42-dad5-4acb-9be6-17b591e8bb9b/picture/avatar-6e5ff4641299c8eb0988190c4920a0ab.png","Silvio Goričan","Forward  - 23","44.3","100%  PLAYED","41.4","100%  PLAYED","37.7","83%  PLAYED","Ξ 0,0009","Ξ 0,0136","3-day average","Ξ 0,159","7-day average","Last public sale"
"2540th","https://www.soraredata.com/player/43517474132919037471970362715387712434307506968962703483115897943829749796508","https://assets.sorare.com/player/861244d7-e2a2-4ae6-b66d-3a2e9116e99e/picture/avatar-3e5c8971366d57252c96221ab9905d70.png","Jeong Woo-Jae","Defender  - 30","37.2","60%  PLAYED","41.4","80%  PLAYED","39.8","70%  PLAYED","Ξ 0,0004","Ξ 0,0080","3-day average","Ξ 0,0500","7-day average","7-day average"
"2541st","https://www.soraredata.com/player/40356202343100077054740195361629579561793300760434739978471087329436699360551","https://assets.sorare.com/player/44d9378d-600d-4889-81bb-1412e712e669/picture/avatar-f9ef11b62d96a62765b6ebf15501258f.png","Nick Bätzner","Midfielder  - 23","29.9","80%  PLAYED","41.4","93%  PLAYED","40.5","83%  PLAYED","Ξ 0,0004","Ξ 0,0100","3-day average","Ξ 0,0954","1-month average","1-month average"
"2542nd","https://www.soraredata.com/player/114339126482202743473197586528363420874032148500350669908292370750556509736147","https://assets.sorare.com/player/8b0c1c62-b4fc-4756-b334-1349e6bb1809/picture/avatar-437511164bdb646c8d90f2ddd0caa40b.png","Andreas Pereira","Midfielder  - 27","36.9","100%  PLAYED","41.4","100%  PLAYED","46.7","93%  PLAYED","Ξ 0,0025","Ξ 0,0239","3-day average","Ξ 0,291","3-day average","Last public sale"
"2543rd","https://www.soraredata.com/player/67947937499989685527490698168647035756942779703037055295545858054426596397518","https://assets.sorare.com/player/d2492684-5e49-4e13-887c-7ddfedac2ef0/picture/avatar-68642261541a65bf5ba796dda4dda9a3.png","Liam Kelly","Goalkeeper  - 27","38.2","60%  PLAYED","41.4","87%  PLAYED","41.9","78%  PLAYED","Ξ 0,0103","Ξ 0,138","3-day average","Ξ 0,728","7-day average","Last public sale"
"2544th","https://www.soraredata.com/player/43899895826902540476186439423786749349990135243569290378139330651980294783554","https://assets.sorare.com/player/fa48702b-d2ad-4abe-a606-5392c9bf6793/picture/avatar-4faf56ec4ef2874ec25dcf7e66d6e36c.png","Álvaro Morata","Forward  - 30","44.0","80%  PLAYED","41.3","93%  PLAYED","45.8","93%  PLAYED","Ξ 0,0045","Ξ 0,0512","3-day average","Ξ 0,205","7-day average","1-month average"
"2545th","https://www.soraredata.com/player/107014785931942537998566164414441771488715751822324000683631824769451484134849","https://assets.sorare.com/player/217a0854-f721-4ae0-9378-0914975b66f9/picture/avatar-8968f651dc2200404875a93db6b59d18.png","Mehdi Léris","Midfielder  - 24","44.3","100%  PLAYED","41.3","93%  PLAYED","41.7","90%  PLAYED","Ξ 0,0012","Ξ 0,0156","3-day average","Ξ 0,130","Last public sale","Last public sale"
"2546th","https://www.soraredata.com/player/105006724079081361939822164089820266640081869381528961925998850157835499292526","https://assets.sorare.com/player/bf12e544-d876-40b3-af15-bffac270b0c7/picture/avatar-23e588e925993983018079e7f1c0e521.png","Branko Jovičić","Midfielder  - 30","37.7","80%  PLAYED","41.3","87%  PLAYED","45.8","78%  PLAYED","Ξ 0,0004","Ξ 0,0065","3-day average","Ξ 0,0857","2-week average","Last public sale"
"2547th","https://www.soraredata.com/player/44515136733763675168771367221752467090140611857272830353722613515080372558235","https://assets.sorare.com/player/1991a29c-088a-4233-85d4-02e5071bce4c/picture/avatar-98659aef3dd62806421c2143527837de.png","Bryan Lasme","Forward  - 24","54.0","80%  PLAYED","41.3","87%  PLAYED","36.6","80%  PLAYED","Ξ 0,0009","Ξ 0,0148","3-day average","Ξ 0,250","7-day average","Last public sale"
"2548th","https://www.soraredata.com/player/39077153733528527421907508150309455959456086710560302284402402601754382286386","https://assets.sorare.com/player/edd7f8c8-b197-4e71-8406-63c912a787d8/picture/avatar-addbc21ed475b17f45cf0fd6f1914506.png","Illarra","Midfielder  - 33","35.5","60%  PLAYED","41.3","80%  PLAYED","40.0","63%  PLAYED","Ξ 0,0003","Ξ 0,0033","3-day average","Ξ 0,0413","3-day average","Last public sale"
"2549th","https://www.soraredata.com/player/19662080309532720511372006362533953961558307457831462150148076988334486189250","https://assets.sorare.com/player/47d0380c-0ff7-4d19-817c-0394bb00f058/picture/avatar-781232079ee611de54dc4dfbb8c4cfa9.png","Remo Freuler","Midfielder  - 30","47.5","100%  PLAYED","41.3","100%  PLAYED","41.6","90%  PLAYED","Ξ 0,0013","Ξ 0,0158","3-day average","No sale","2-week average",""
"2550th","https://www.soraredata.com/player/45658451140454608972402959017055741328525683247672362567832720727189692299213","https://assets.sorare.com/player/7b810eb3-0b42-48df-afd0-b1f71fcd44c2/picture/avatar-af92bcb4e912ffadec5f57069dbcde10.png","Munir","Forward  - 27","56.6","100%  PLAYED","41.3","87%  PLAYED","38.2","53%  PLAYED","Ξ 0,0020","Ξ 0,0499","3-day average","Ξ 0,272","Last public sale","Last public sale"
"2551st","https://www.soraredata.com/player/24337909456017554063474595795689764352234138538109973842855934698601015027558","https://assets.sorare.com/player/6758e98d-13d4-44a2-8829-4d1560b4593a/picture/avatar-e4d82a26e5386b7c741d4b25bfb81e4f.png","Moncayola","Midfielder  - 24","41.0","100%  PLAYED","41.3","100%  PLAYED","40.7","98%  PLAYED","Ξ 0,0005","Ξ 0,0158","3-day average","Ξ 0,149","7-day average","Last public sale"
"2552nd","https://www.soraredata.com/player/51314583741537604691347527731127976795268934681950868891948741006720588453456","https://assets.sorare.com/player/f2eacc35-8d65-41d0-a89b-526d50edfad7/picture/avatar-11ae8234d77f035bd605ae445bc846a5.png","Ryuji Izumi","Midfielder  - 29","43.7","60%  PLAYED","41.3","80%  PLAYED","44.3","85%  PLAYED","Ξ 0,0004","Ξ 0,0047","3-day average","Ξ 0,300","3-day average","Last public sale"
"2553rd","https://www.soraredata.com/player/16789792502555300443240091386561484664017832739899936271979395906496289199230","https://assets.sorare.com/player/eecf2ff1-3850-416a-a4de-9025882e0f78/picture/avatar-49849dc7f1dfe1265fe69d9a9efb61a8.png","Diogo Gonçalves","Midfielder  - 26","49.5","100%  PLAYED","41.3","80%  PLAYED","37.6","73%  PLAYED","Ξ 0,0035","Ξ 0,0391","7-day average","Ξ 0,107","2-week average","Last public sale"
"2554th","https://www.soraredata.com/player/107425553770439094223871019431437432904394667220167539221565232094997936423491","https://assets.sorare.com/player/bd20368f-cc15-4c53-8591-7f499239caac/picture/avatar-1d25e31165e2434edf8ce78391a8e4a7.png","Andrés Reyes","Defender  - 23","45.5","100%  PLAYED","41.3","100%  PLAYED","41.0","50%  PLAYED","Ξ 0,0019","Ξ 0,0278","3-day average","Ξ 0,107","7-day average","Last public sale"
"2555th","https://www.soraredata.com/player/18219999236450018826243216510485163838796765528747387516411496642821706201705","https://assets.sorare.com/player/9ee4946f-8d24-4b94-9469-8ec8aeef7e35/picture/avatar-a87e5ae5a05aeb4b10325fc80f2482a0.png","Samuel Walker","Goalkeeper  - 31","39.3","100%  PLAYED","41.3","93%  PLAYED","41.9","53%  PLAYED","Ξ 0,0034","Ξ 0,0852","3-day average","Ξ 0,222","3-day average","Last public sale"
"2556th","https://www.soraredata.com/player/33860591350675949952389302095559667947017674081884284444693632615727734612996","https://assets.sorare.com/player/23bfc021-34c4-4356-aa70-f7dde7d5df23/picture/avatar-bc0918eec9d89870292283189c85a94e.png","Robin Krauße","Midfielder  - 29","43.1","100%  PLAYED","41.3","93%  PLAYED","NA","0%  PLAYED","Ξ 0,0004","Ξ 0,0094","3-day average","No sale","Last public sale",""
"2557th","https://www.soraredata.com/player/8814322102091157036892585080876677340150618910957021364532052372145792621284","https://assets.sorare.com/player/02ddd388-91f8-4495-9482-68de474b3a1f/picture/avatar-6ec6410dc45dea7e3adf743e6e985468.png","Taty Castellanos","Forward  - 24","42.2","100%  PLAYED","41.3","93%  PLAYED","47.0","90%  PLAYED","Ξ 0,0043","Ξ 0,0617","3-day average","Ξ 0,325","2-week average","2-week average"
"2558th","https://www.soraredata.com/player/34991187648107918727315174993061432064098423022302504043597566251859392865707","https://assets.sorare.com/player/89f7b73d-0ad4-435e-b0f0-99025bb66a51/picture/avatar-cee21d903caa8eab19bb5279dc074eaa.png","Million Manhoef","Midfielder  - 21","35.9","100%  PLAYED","41.3","100%  PLAYED","39.8","93%  PLAYED","Ξ 0,0020","Ξ 0,0349","3-day average","Ξ 0,233","3-day average","Last public sale"
"2559th","https://www.soraredata.com/player/18600392880321845805166711820984105195320295323109950939502330591574413781753","https://assets.sorare.com/player/530b19b8-29fe-4952-8074-056a59984775/picture/avatar-6ef4b249d585268b2a00c4a51dc1f38f.png","Kevin Sessa","Midfielder  - 22","38.9","100%  PLAYED","41.2","100%  PLAYED","42.2","93%  PLAYED","Ξ 0,0007","Ξ 0,0159","3-day average","Ξ 0,198","1-month average","Last public sale"
"2560th","https://www.soraredata.com/player/33987559124992767758887453713098418063505394380866597546185560245720260266077","https://assets.sorare.com/player/9567b4bd-5253-4fec-b6bb-5260b9f735ca/picture/avatar-18828442d282cb1b02dacc7f06c2e085.png","Milos Degenek","Defender  - 28","52.2","80%  PLAYED","41.2","93%  PLAYED","42.9","83%  PLAYED","Ξ 0,0020","Ξ 0,0299","3-day average","Ξ 0,170","3-day average","3-day average"
"2561st","https://www.soraredata.com/player/9186027456670588960968000509883555393751760577351428660523367182809231064790","https://assets.sorare.com/player/b063af80-fee2-4bcc-8bae-fbfeb7274d90/picture/avatar-c39dc94f67751716afaf36d32d08c217.png","Christian Günter","Defender  - 30","42.6","100%  PLAYED","41.2","87%  PLAYED","46.0","85%  PLAYED","Ξ 0,0015","Ξ 0,0217","3-day average","Ξ 0,107","3-day average","1-month average"
"2562nd","https://www.soraredata.com/player/61675097019184415700687559806607943756062026966078974599994917656491847313887","https://assets.sorare.com/player/58e41b9e-02b8-438d-b2db-7a6e53697949/picture/avatar-107323db5d94a930d31cab8593408890.png","Facundo Almada","Defender  - 24","38.5","100%  PLAYED","41.2","87%  PLAYED","48.1","75%  PLAYED","Ξ 0,0011","Ξ 0,0281","3-day average","Ξ 0,208","1-month average","Last public sale"
"2563rd","https://www.soraredata.com/player/16562742440725733783159616223034610992488581622038510678418073413672103556509","https://assets.sorare.com/player/3e4fb7dc-765b-4041-b827-7ebf812f46a2/picture/avatar-182cfbf01dbc10c323a6cdd32334ba33.png","Álex Moreno","Defender  - 29","54.1","100%  PLAYED","41.2","100%  PLAYED","42.8","93%  PLAYED","Ξ 0,0026","Ξ 0,0137","3-day average","Ξ 0,279","1-month average","Last public sale"
"2564th","https://www.soraredata.com/player/72230191160034099924509529251714316265978152503540359517528023565411745770242","https://assets.sorare.com/player/f61f38ec-c4cd-4b3a-b72f-e892743c9dad/picture/avatar-5b48c295e46ed57f1bce33f101c24617.png","Abde","Forward  - 21","50.9","100%  PLAYED","41.2","87%  PLAYED","40.0","60%  PLAYED","Ξ 0,0056","Ξ 0,0597","3-day average","Ξ 0,276","3-day average","2-week average"
"2565th","https://www.soraredata.com/player/1671761649244808491560477704255864041880868445856441645033556241486017505784","https://assets.sorare.com/player/957d3585-0400-467f-b24f-65ff2e0219ff/picture/avatar-8032b115ad097aa3ec4bfa997f345b3b.png","Kasper Kusk","Midfielder  - 31","27.2","100%  PLAYED","41.2","100%  PLAYED","45.8","95%  PLAYED","Ξ 0,0013","Ξ 0,0650","3-day average","Ξ 0,0953","Last public sale","Last public sale"
"2566th","https://www.soraredata.com/player/91130363949530637721198795124210987565919018001222728952244350153415453575939","https://assets.sorare.com/player/78f11c50-6aa8-4940-800a-2fd528c2c55b/picture/avatar-364c8fa86fe860c340f39cf68cc06a8b.png","Josecarlos Van Rankin","Defender  - 29","47.2","100%  PLAYED","41.2","100%  PLAYED","40.9","78%  PLAYED","Ξ 0,0006","Ξ 0,0120","3-day average","Ξ 0,126","7-day average","Last public sale"
"2567th","https://www.soraredata.com/player/68354497578945016209163753529629183262794326353995391037644269389088978729723","https://assets.sorare.com/player/a7e23dfd-bcca-4415-8c7c-dd323836ce89/picture/avatar-b0f62a50f66df64214f5a283c5ea235b.png","Bryan Garnica","Midfielder  - 26","43.5","100%  PLAYED","41.2","93%  PLAYED","44.0","78%  PLAYED","Ξ 0,0005","Ξ 0,0070","3-day average","Ξ 0,0762","2-week average","Last public sale"
"2568th","https://www.soraredata.com/player/28610110862673492342833319789367776038729625686424591014786040491371293674851","https://assets.sorare.com/player/3f840c16-9e77-41d5-9ba6-bbde1d92d342/picture/avatar-d156bece9bdc38bf08c4012fa43f6cae.png","Paul-Bastien Lasne","Midfielder  - 34","28.6","80%  PLAYED","41.2","87%  PLAYED","43.2","68%  PLAYED","Ξ 0,0004","Ξ 0,0032","7-day average","No sale","1-month average",""
"2569th","https://www.soraredata.com/player/101923128709760133726090137526645309742920399124901767450068996189585079452303","https://assets.sorare.com/player/d2d32cb4-e0a9-4b1a-b524-e8a4215e8f72/picture/avatar-7496b5c5e5e8603478143029c054ed68.png","André Luís","Forward  - 25","32.3","80%  PLAYED","41.2","93%  PLAYED","40.0","90%  PLAYED","Ξ 0,0011","Ξ 0,0265","3-day average","No sale","7-day average",""
"2570th","https://www.soraredata.com/player/13465455208726259033412023661769873230965603100712875627587492302243380294778","https://assets.sorare.com/player/a2cf47de-7b4f-4244-a7c0-0f3275b0c63a/picture/avatar-d8389e8b145e318f19ba3316fecd4844.png","Chris Führich","Midfielder  - 25","31.8","100%  PLAYED","41.2","93%  PLAYED","43.9","98%  PLAYED","Ξ 0,0006","Ξ 0,0195","3-day average","Ξ 0,170","2-week average","Last public sale"
